k,p,rondas,consenso
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,6,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,7,5,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,8,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,9,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,10,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,11,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,12,4,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,6,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,13,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,14,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,15,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,16,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,3,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,17,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,2,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,18,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,3,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
68,19,4,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,3,7,True
69,4,10,True
69,4,10,True
69,4,10,True
69,4,10,True
69,4,10,True
69,4,10,True
69,4,10,True
69,4,10,True
69,4,10,True
69,4,10,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,4,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,5,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,6,8,True
69,7,6,True
69,7,6,True
69,7,6,True
69,7,6,True
69,7,6,True
69,7,6,True
69,7,6,True
69,7,6,True
69,7,6,True
69,7,6,True
69,7,6,True
69,7,6,True
69,7,6,True
69,7,6,True
69,7,6,True
69,7,6,True
69,7,6,True
69,7,6,True
69,7,6,True
69,7,6,True
