n,a,rondas,consenso
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,15,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.400000,14,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
200,0.500000,12,True
